crate,path,line,occurrence_on_line,token_occurrence_on_line,worth_occurrence_in_token,current_token,proposed_token,category,confidence,rationale,line_text
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_callback_capability_transport.rs,176,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<WorkerCallbackCapabilityExportCertificationPackage, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_callback_capability_transport.rs,186,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<WorkerRuntimeEnvelopeImportReport, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_callback_capability_transport.rs,212,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<WorkerRuntimeEnvelopeImportReport, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_callback_capability_transport.rs,230,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<WorkerRuntimeEnvelopeImportReport, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_callback_capability_transport.rs,258,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<WorkerRuntimeEnvelopeImportReport, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_callback_definition_publication.rs,3,1,1,1,crate::boundary::errors::WORTHSignalJsError,crate::boundary::errors::WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,use crate::boundary::errors::WORTHSignalJsError;
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_callback_definition_publication.rs,35,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Self, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_callback_definition_publication.rs,70,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<WorkerDefinitionEnvelopePublicationReport, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_callback_phase4_closeout_certification.rs,3,1,1,1,crate::boundary::errors::WORTHSignalJsError,crate::boundary::errors::WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,use crate::boundary::errors::WORTHSignalJsError;
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_callback_phase4_closeout_certification.rs,39,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Self, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_callback_phase4_closeout_certification.rs,50,1,1,1,WORTHSignalJsError::invalid_input,WorthSignalJsError::invalid_input,rust_type_case,high,Rust type name should use PascalCase.,return Err(WORTHSignalJsError::invalid_input(
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_callback_phase4_closeout_certification.rs,106,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<WorkerCallbackPhase4CloseoutCertificationPackage, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_callback_phase4_closeout_certification.rs,112,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<&WorkerRuntimeEnvelopeImportReport, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_callback_phase4_closeout_certification.rs,116,1,1,1,WORTHSignalJsError::invalid_input,WorthSignalJsError::invalid_input,rust_type_case,high,Rust type name should use PascalCase.,WORTHSignalJsError::invalid_input(
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_callback_phase4_closeout_certification.rs,124,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<&WorkerDefinitionEnvelopePublicationReport, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_callback_phase4_closeout_certification.rs,128,1,1,1,WORTHSignalJsError::invalid_input,WorthSignalJsError::invalid_input,rust_type_case,high,Rust type name should use PascalCase.,WORTHSignalJsError::invalid_input(
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_callback_phase4_closeout_certification.rs,137,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<(), WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_callback_phase4_closeout_certification.rs,147,1,1,1,WORTHSignalJsError::invalid_input,WorthSignalJsError::invalid_input,rust_type_case,high,Rust type name should use PascalCase.,return Err(WORTHSignalJsError::invalid_input(
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_callback_phase4_closeout_certification.rs,156,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<(), WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_callback_phase4_closeout_certification.rs,165,1,1,1,WORTHSignalJsError::invalid_input,WorthSignalJsError::invalid_input,rust_type_case,high,Rust type name should use PascalCase.,return Err(WORTHSignalJsError::invalid_input(
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_certification_digest.rs,3,1,1,1,crate::boundary::errors::WORTHSignalJsError,crate::boundary::errors::WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,use crate::boundary::errors::WORTHSignalJsError;
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_certification_digest.rs,8,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<String, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_committed_projection.rs,3,1,1,1,crate::boundary::errors::WORTHSignalJsError,crate::boundary::errors::WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,use crate::boundary::errors::WORTHSignalJsError;
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_committed_projection.rs,40,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Self, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_committed_projection.rs,93,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<WorkerCommittedProjectionPacket, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_committed_projection.rs,113,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<(), WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_committed_projection.rs,117,1,1,1,WORTHSignalJsError::internal,WorthSignalJsError::internal,rust_type_case,high,Rust type name should use PascalCase.,Err(WORTHSignalJsError::internal(format!(
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_compatibility_certification_probe.rs,1,1,1,1,crate::boundary::errors::WORTHSignalJsError,crate::boundary::errors::WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,use crate::boundary::errors::WORTHSignalJsError;
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_compatibility_certification_probe.rs,14,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<WorkerCompatibilityCertificationReport, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_diagnostics_history_read.rs,4,1,1,1,crate::boundary::errors::WORTHSignalJsError,crate::boundary::errors::WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,use crate::boundary::errors::WORTHSignalJsError;
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_diagnostics_history_read.rs,65,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Self, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_diagnostics_history_read.rs,105,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Self, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_diagnostics_history_read.rs,109,1,1,1,WORTHSignalJsError::internal,WorthSignalJsError::internal,rust_type_case,high,Rust type name should use PascalCase.,WORTHSignalJsError::internal(format!(
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_diagnostics_history_read.rs,149,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Self, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_diagnostics_history_read.rs,153,1,1,1,WORTHSignalJsError::invalid_input,WorthSignalJsError::invalid_input,rust_type_case,high,Rust type name should use PascalCase.,return Err(WORTHSignalJsError::invalid_input(
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_diagnostics_history_read.rs,185,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<WorkerDiagnosticsSummaryReadPacket, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_diagnostics_history_read.rs,196,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<WorkerDiagnosticsHistoryReadPacket, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_diagnostics_history_read.rs,205,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<WorkerDiagnosticsSummaryReadCertificationPackage, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_diagnostics_history_read.rs,211,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<&WorkerDiagnosticsSummaryReadPacket, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_diagnostics_history_read.rs,215,1,1,1,WORTHSignalJsError::invalid_input,WorthSignalJsError::invalid_input,rust_type_case,high,Rust type name should use PascalCase.,WORTHSignalJsError::invalid_input(
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_diagnostics_history_read.rs,224,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<String, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_diagnostics_surface.rs,1,1,1,1,crate::boundary::errors::WORTHSignalJsError,crate::boundary::errors::WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,use crate::boundary::errors::WORTHSignalJsError;
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_diagnostics_surface.rs,9,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,"pub fn health(&self) -> Result<HealthSummary, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_diagnostics_surface.rs,17,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,"pub fn latest_failure(&self) -> Result<Option<FailureSummary>, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_diagnostics_surface.rs,21,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,"pub fn latest_rollback(&self) -> Result<Option<RollbackDiagnostic>, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_diagnostics_surface.rs,27,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Option<FrontierExecutionSummary>, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_diagnostics_surface.rs,33,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Vec<InvalidationTraceRecord>, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_diagnostics_truth_comparison.rs,4,1,1,1,crate::boundary::errors::WORTHSignalJsError,crate::boundary::errors::WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,use crate::boundary::errors::WORTHSignalJsError;
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_diagnostics_truth_comparison.rs,14,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<WorkerRuntimeDiagnosticsTruthReport, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_graph_inspection.rs,1,1,1,1,crate::boundary::errors::WORTHSignalJsError,crate::boundary::errors::WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,use crate::boundary::errors::WORTHSignalJsError;
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_graph_inspection.rs,14,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,"pub fn why(&self, id: &str) -> Result<WhySummary, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_graph_inspection.rs,18,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,"pub fn latest_flow(&self) -> Result<Option<FlowSurfaceSummary>, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_graph_inspection.rs,24,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Option<ObservationSurfaceSummary>, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_graph_inspection.rs,28,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,"pub fn recent_history(&self) -> Result<Vec<ExecutionHistorySummary>, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_graph_inspection.rs,32,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,"pub fn replay_for_id(&mut self, id: &str) -> Result<ReplaySummary, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_graph_inspection.rs,36,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,"pub fn lineage_for_id(&mut self, id: &str) -> Result<LineageSummary, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_graph_inspection.rs,43,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Vec<VersionSummary>, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_graph_inspection.rs,47,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,"pub fn evaluate_dirty(&mut self) -> Result<RunSummary, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_graph_inspection.rs,51,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,"pub fn export_definitions(&mut self) -> Result<RuntimeDefinitionEnvelope, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_graph_parity_probe.rs,1,1,1,1,crate::boundary::errors::WORTHSignalJsError,crate::boundary::errors::WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,use crate::boundary::errors::WORTHSignalJsError;
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_graph_parity_probe.rs,13,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<WorkerCompatibilityTruthReport, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_graph_parity_probe.rs,27,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<super::WorkerCommittedTransactionEnvelope, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_graph_parity_probe.rs,36,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<String, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_graph_publication.rs,5,1,1,1,crate::boundary::errors::WORTHSignalJsError,crate::boundary::errors::WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,use crate::boundary::errors::WORTHSignalJsError;
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_graph_publication.rs,23,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<(), WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_graph_publication.rs,32,1,1,1,WORTHSignalJsError::invalid_input,WorthSignalJsError::invalid_input,rust_type_case,high,Rust type name should use PascalCase.,return Err(WORTHSignalJsError::invalid_input(
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_graph_publication.rs,37,1,1,1,WORTHSignalJsError::invalid_input,WorthSignalJsError::invalid_input,rust_type_case,high,Rust type name should use PascalCase.,return Err(WORTHSignalJsError::invalid_input(format!(
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_graph_publication.rs,42,1,1,1,WORTHSignalJsError::invalid_input,WorthSignalJsError::invalid_input,rust_type_case,high,Rust type name should use PascalCase.,return Err(WORTHSignalJsError::invalid_input(format!(
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_boundary_performance.rs,3,1,1,1,crate::boundary::errors::WORTHSignalJsError,crate::boundary::errors::WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,use crate::boundary::errors::WORTHSignalJsError;
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_boundary_performance.rs,27,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Self, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_boundary_performance.rs,46,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Self, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_boundary_performance.rs,65,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Self, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_boundary_performance.rs,83,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Self, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_boundary_performance.rs,100,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Self, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_boundary_performance.rs,118,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Self, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_boundary_performance.rs,135,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Self, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_boundary_performance.rs,153,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Self, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_boundary_performance.rs,172,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Self, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_boundary_performance.rs,190,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Self, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_boundary_performance.rs,211,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Self, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_boundary_performance.rs,229,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Self, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_boundary_performance.rs,245,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Self, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_capability_ingress.rs,5,1,1,1,crate::boundary::errors::WORTHSignalJsError,crate::boundary::errors::WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,use crate::boundary::errors::WORTHSignalJsError;
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_capability_ingress.rs,81,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Self, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_capability_ingress.rs,149,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Vec<SetValue>, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_capability_ingress.rs,169,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<(), WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_capability_ingress.rs,178,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<(), WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_capability_ingress.rs,182,1,1,1,WORTHSignalJsError::invalid_input,WorthSignalJsError::invalid_input,rust_type_case,high,Rust type name should use PascalCase.,return Err(WORTHSignalJsError::invalid_input(
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_capability_ingress.rs,189,1,1,1,WORTHSignalJsError::invalid_input,WorthSignalJsError::invalid_input,rust_type_case,high,Rust type name should use PascalCase.,_ => Err(WORTHSignalJsError::invalid_input(
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_effect_boundary.rs,3,1,1,1,crate::boundary::errors::WORTHSignalJsError,crate::boundary::errors::WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,use crate::boundary::errors::WORTHSignalJsError;
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_effect_boundary.rs,120,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Self, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_effect_boundary.rs,140,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Self, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_effect_boundary.rs,160,1,1,1,WORTHProofHostEffectBoundaryReadmission,WorthProofHostEffectBoundaryReadmission,type_or_camel_identifier_case_reviewed,high,Reviewed as camel/type identifier; use product-case Worth inside the identifier.,"""WORTHProofHostEffectBoundaryReadmission"","
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_effect_boundary.rs,212,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<WorkerHostEffectReadmission, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_effect_boundary.rs,230,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Vec<SetValue>, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_effect_boundary.rs,241,1,1,1,WORTHSignalJsError::invalid_input,WorthSignalJsError::invalid_input,rust_type_case,high,Rust type name should use PascalCase.,return Err(WORTHSignalJsError::invalid_input(
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_host_effect_boundary.rs,257,1,1,1,WORTHSignalJsError::invalid_input,WorthSignalJsError::invalid_input,rust_type_case,high,Rust type name should use PascalCase.,_ => Err(WORTHSignalJsError::invalid_input(
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_import_export_callback_unavailability.rs,3,1,1,1,crate::boundary::errors::WORTHSignalJsError,crate::boundary::errors::WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,use crate::boundary::errors::WORTHSignalJsError;
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_import_export_callback_unavailability.rs,34,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<Self, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_import_export_callback_unavailability.rs,97,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<WorkerImportExportCallbackUnavailabilityCertificationPackage, WORTHSignalJsError>"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_import_export_callback_unavailability.rs,111,1,1,1,WORTHSignalJsError,WorthSignalJsError,rust_type_case,high,Rust type name should use PascalCase.,") -> Result<&WorkerCallbackCapabilityExportCertificationPackage, WORTHSignalJsError> {"
worth-signal-wasm,crates/worth-signal-wasm/src/runtime/worker_host/worker_import_export_callback_unavailability.rs,116,1,1,1,WORTHSignalJsError::invalid_input,WorthSignalJsError::invalid_input,rust_type_case,high,Rust type name should use PascalCase.,WORTHSignalJsError::invalid_input(
